0,
1,
2,74.74242401
3,75.90216064
4,76
5,79.43356323
6,81.65150452
7,65.48551941
8,73.00739288
9,75.98527527
10,76.03412628
11,70.94651794
12,71.81203461
13,72.59885406
14,73.32003784
15,75.43238068
16,75.55622101
17,73.71620941
18,69.71418762
19,73.83893585
20,76.07513428
21,76.91681671
22,76.20625305
23,73.83281708
24,73.02560425
25,71.61691284
26,73.87015533
27,76.87500763
28,75.4606781
29,72.50102234
30,70.92184448
31,72.81735992
32,73.92935181
33,73.69680786
34,75.97405243
35,73.52250671
36,70.6236496
37,69.70990753
38,75.25482941
39,75.35442352
40,74.19921112
41,74.21117401
42,71.98612976
43,72.55430603
44,73.85765839
45,76.27061462
46,75.6649704
47,72.42216492
48,71.84356689
49,72.55259705
50,75.45813751
51,76.07143402
52,76.52908325
53,74.99069977
54,70.33298492
55,71.8365097
56,75.46866608
57,76.35139465
58,75.46836853
59,73.7154007
60,71.8103714
61,71.72548676
62,74.51541901
63,77.07945251
64,76.80173492
65,74.94939423
66,71.55115509
67,73.19081116
68,75.85714722
69,75.4463501
70,75.83920288
71,74.40475464
72,71.57717133
73,71.53942108
74,76.0087204
75,76.3225174
76,73.98556519
77,72.5732193
78,72.31240845
79,72.38722229
80,73.89466858
81,76.43729401
82,75.76863098
83,73.11575317
84,70.18812561
85,72.39613342
86,75.0675354
87,76.13056946
88,74.86038971
89,73.36723328
90,71.50853729
91,70.45697784
92,74.99246979
93,76.92028809
94,74.84212494
95,73.73419952
96,72.03539276
97,72.99305725
98,73.90314484
99,76.43533325
100,76.65452576
101,73.48353577
102,71.37937164
103,71.18776703
104,75.43309784
105,75.93773651
106,75.2154541
107,74.16236115
108,72.43397522
109,71.79424286
110,74.88697052
111,78.94104004
112,76.24323273
113,73.31613159
114,73.02349091
115,72.4072876
116,75.71228027
117,79.1346817
118,74.06609344
119,74.25891113
120,70.28959656
121,72.67536163
122,75.45452118
123,76.72488403
124,75.38280487
125,75.08470917
126,72.98697662
127,71.63571167
128,75.79016876
129,78.46086884
130,77.14944458
131,75.1435318
132,72.55982208
133,75.0619812
134,76.24072266
135,76.63883209
136,78.45202637
137,75.82685852
138,72.4467926
139,72.57056427
140,77.01961517
141,76.93387604
142,75.99777222
143,75.69569397
144,73.68523407
145,73.40619659
146,75.68842316
147,77.53076172
148,77.57845306
149,74.37506866
150,73.58385468
151,74.16666412
152,77.40576935
153,77.21659851
154,77.02128601
155,76.4070282
156,72.83161926
157,74.11106873
158,78.18481445
159,78.22188568
160,76.5125885
161,75.14852142
162,73.19067383
163,72.48322296
164,74.9069519
165,77.97834015
166,76.32370758
167,73.68997192
168,71.89222717
169,72.43102264
170,75.24475098
171,75.00399017
172,76.10752106
173,75.01971436
174,71.51803589
175,71.22029114
176,75.12966919
177,78.25247192
178,74.93476868
179,74.02095795
180,73.32723999
181,72.81941986
